Stopping place,total_trains,total_delay_minutes,avg_delay_minutes,unique_trains,delays_above_5min,delays_above_15min,pct_delays_above_5min,pct_delays_above_15min,Unnamed: 0,Station,Avg number of travelers in the week,Avg number of travelers on Saturday,Avg number of travelers on Sunday,avg_weekday_travelers,delay_times_1000_travelers,degree_centrality,bottleneck_score,bottleneck_rank
VORST-ZUID,134,210.025,3.13,27,14.0,1.0,10.45,1.49,0.0,VORST-ZUID,304,91,76,304,127.7,0.07672301690507152,0.6879729369349077,115.0
WAARSCHOOT,73,49.265,1.35,18,2.0,0.0,2.74,0.0,517.0,WAARSCHOOT,263,71,87,263,25.91,0.025357607282184655,-1.9296036741205969,472.0
WALCOURT,95,62.05,1.31,20,2.0,0.0,2.11,0.0,518.0,WALCOURT,282,97,111,282,35.0,0.027958387516254877,-1.8698386237280573,462.0
WAREGEM,181,179.4,1.98,37,10.0,1.0,5.52,1.1,519.0,WAREGEM,2473,933,942,2473,887.31,0.09232769830949285,0.17533219067226574,161.0
WAREMME,177,144.815,1.64,36,6.0,0.0,3.39,0.56,520.0,WAREMME,2283,522,347,2283,661.23,0.05721716514954486,-0.6912058022114098,280.0
WATERLOO,276,314.39,2.28,56,16.0,1.0,5.8,0.72,521.0,WATERLOO,2212,791,516,2212,1390.86,0.10533159947984395,1.189288400525984,88.0
WATERMAAL,131,191.525,2.92,27,15.0,2.0,11.45,2.29,0.0,WATERMAAL,208,62,52,208,79.67,0.06046814044213264,0.627759223479066,124.0
WAVRE,232,123.575,1.07,48,4.0,0.0,1.72,0.43,523.0,WAVRE,962,170,220,962,237.76,0.0858257477243173,-0.46171212504137593,253.0
WEERDE,273,293.665,2.15,56,16.0,0.0,5.86,0.0,524.0,WEERDE,719,108,108,719,422.29,0.1235370611183355,1.3006739946914043,78.0
WELKENRAEDT,175,219.035,2.5,36,13.0,2.0,7.43,1.71,525.0,WELKENRAEDT,1755,1430,1004,1755,768.81,0.08517555266579974,0.49645330885717187,140.0
WELLE,134,206.85,3.09,28,10.0,4.0,7.46,6.72,0.0,WELLE,90,27,22,90,37.23,0.09167750325097529,0.3107059705887996,153.0
WERVIK,104,176.485,3.39,21,9.0,2.0,8.65,4.81,527.0,WERVIK,719,304,280,719,253.79,0.04291287386215865,-0.22478374367387638,218.0
WESPELAAR-TILDONK,188,221.765,2.36,39,12.0,2.0,6.38,2.13,528.0,WESPELAAR-TILDONK,526,151,146,526,233.3,0.06306892067620286,0.12761061248799388,165.0
WETTEREN,300,238.285,1.59,61,10.0,2.0,3.33,1.33,529.0,WETTEREN,2535,930,827,2535,1208.1,0.15864759427828348,1.262530011652304,83.0
WEVELGEM,104,171.035,3.29,21,8.0,2.0,7.69,2.88,530.0,WEVELGEM,458,175,192,458,156.67,0.04746423927178153,-0.3614328730556724,238.0
WEZEMAAL,222,247.95,2.23,48,14.0,0.0,6.31,0.45,531.0,WEZEMAAL,739,301,245,739,366.47,0.07932379713914174,0.5311421369274318,135.0
WICHELEN,78,46.625,1.2,16,2.0,0.0,2.56,0.0,0.0,WICHELEN,206,61,51,206,19.21,0.0611183355006502,-1.5560199810866266,400.0
WIJGMAAL,188,192.5,2.05,39,11.0,2.0,5.85,1.6,533.0,WIJGMAAL,640,126,115,640,246.4,0.05851755526657997,-0.0851266515979213,195.0
WILDERT,134,189.825,2.83,28,11.0,1.0,8.21,1.49,534.0,WILDERT,283,131,137,283,107.44,0.05851755526657997,0.04619371293010234,178.0
WILLEBROEK,106,171.475,3.24,22,9.0,2.0,8.49,4.72,535.0,WILLEBROEK,608,230,212,608,208.51,0.03706111833550065,-0.31960458885885407,229.0
WOLFSTEE,64,59.6,1.86,13,2.0,0.0,3.12,1.56,0.0,WOLFSTEE,117,35,29,117,13.95,0.02990897269180754,-1.8346251926267443,456.0
WONDELGEM,90,68.21,1.52,18,4.0,0.0,4.44,0.0,537.0,WONDELGEM,185,65,25,185,25.24,0.04226267880364109,-1.3144567631406276,366.0
YVES-GOMEZEE,81,58.315,1.44,17,3.0,0.0,3.7,0.0,538.0,YVES-GOMEZEE,48,19,16,48,5.6,0.024057217165149546,-1.7121978868039704,430.0
YVOIR,145,101.45,1.4,29,2.0,0.0,1.38,0.69,539.0,YVOIR,728,627,536,728,147.71,0.05006501950585176,-1.4071581152814387,379.0
ZANDBERGEN,155,204.565,2.64,31,11.0,2.0,7.1,2.58,540.0,ZANDBERGEN,193,55,42,193,78.96,0.06176853055916775,0.026570029374551024,181.0
ZAVENTEM,276,423.76,3.07,56,26.0,3.0,9.42,2.17,541.0,ZAVENTEM,1538,423,395,1538,1303.49,0.12548764629388817,2.3068009041547186,48.0
ZEDELGEM,139,307.44,4.42,29,11.0,4.0,7.91,5.76,542.0,ZEDELGEM,599,123,139,599,368.31,0.0611183355006502,0.3376232574905643,151.0
ZEEBRUGGE-DORP,40,24.315,1.22,8,0.0,0.0,0.0,0.0,0.0,ZEEBRUGGE-DORP,277,83,69,277,13.47,0.014304291287386216,-2.7615751767645937,548.0
ZELE,125,83.365,1.33,25,2.0,0.0,1.6,0.8,545.0,ZELE,940,173,147,940,156.73,0.04291287386215865,-1.590541326850211,406.0
ZELLIK,140,254.025,3.63,28,16.0,2.0,11.43,2.86,546.0,ZELLIK,541,134,95,541,274.86,0.07217165149544863,0.9529063389726674,100.0
ZICHEM,95,130.375,2.74,19,10.0,0.0,10.53,1.05,547.0,ZICHEM,293,94,76,293,76.4,0.03966189856957087,-0.0899435403730527,197.0
ZINGEM,140,83.56,1.19,28,3.0,0.0,2.14,0.71,548.0,ZINGEM,523,98,86,523,87.4,0.055266579973992196,-1.2869912551228668,363.0
ZOLDER,69,74.125,2.15,14,4.0,0.0,5.8,1.45,549.0,ZOLDER,123,38,37,123,18.23,0.01495448634590377,-1.4621738603431906,388.0
ZONHOVEN,69,72.265,2.09,14,5.0,0.0,7.25,1.45,550.0,ZONHOVEN,67,29,19,67,9.68,0.020156046814044214,-1.1544606260919212,341.0
ZOTTEGEM,375,324.35,1.73,78,16.0,4.0,4.27,2.13,551.0,ZOTTEGEM,4936,986,931,4936,3201.98,0.17035110533159947,2.2073019556758804,51.0
ZWIJNDRECHT,140,128.725,1.84,28,4.0,0.0,2.86,0.0,552.0,ZWIJNDRECHT,401,43,44,401,103.24,0.054616384915474644,-1.0577742384419817,327.0
