Stopping place,total_trains,total_delay_minutes,avg_delay_minutes,unique_trains,delays_above_5min,delays_above_15min,pct_delays_above_5min,pct_delays_above_15min,Unnamed: 0,Station,Avg number of travelers in the week,Avg number of travelers on Saturday,Avg number of travelers on Sunday,avg_weekday_travelers,delay_times_1000_travelers,degree_centrality,bottleneck_score,bottleneck_rank
LUTTRE,235,231.7,1.97,48,12.0,1.0,5.11,0.85,332.0,LUTTRE,1994,520,433,1994,924.02,0.11175898931000972,-0.27634979778904367,256.0
MACHELEN,6,17.11,5.7,5,2.0,0.0,33.33,0.0,0.0,MACHELEN,1000,300,250,1000,34.22,0.010689990281827016,4.618095161909175,31.0
MAFFLE,91,109.965,2.42,20,6.0,1.0,6.59,2.2,333.0,MAFFLE,167,41,30,167,36.73,0.037900874635568516,-1.3740139700263987,415.0
MALDEREN,142,156.465,2.2,29,8.0,1.0,5.63,1.41,334.0,MALDEREN,400,135,134,400,125.17,0.062196307094266275,-1.1102548204918572,377.0
MANAGE,75,45.75,1.22,15,1.0,0.0,1.33,0.0,335.0,MANAGE,289,55,53,289,26.44,0.026239067055393587,-2.976754155417076,542.0
MARBEHAN,131,140.15,2.14,27,5.0,0.0,3.82,0.76,336.0,MARBEHAN,555,343,898,555,155.57,0.0369290573372206,-1.8548224166518095,448.0
MARCHE-EN-FAMENNE,70,24.575,0.7,14,0.0,0.0,0.0,0.0,337.0,MARCHE-EN-FAMENNE,356,97,145,356,17.5,0.019436345966958212,-3.427161017369966,574.0
MARCHE-LES-DAMES,192,217.14,2.26,39,13.0,2.0,6.77,1.56,338.0,MARCHE-LES-DAMES,64,6,11,64,27.79,0.08940719144800778,-0.27670317853548565,257.0
MARCHE-LES-DAMES-MARCHANDISES,192,223.65,2.33,39,14.0,1.0,7.29,1.04,0.0,MARCHE-LES-DAMES-MARCHANDISES,1000,300,250,1000,447.3,0.11467444120505345,0.08836082407888425,219.0
MARCHE-LEZ-ECAUSSINNES,144,139.6,1.94,29,6.0,0.0,4.17,0.69,0.0,MARCHE-LEZ-ECAUSSINNES,1000,300,250,1000,279.2,0.047619047619047616,-1.6181242451872184,438.0
MARCHIENNE-AU-PONT,379,422.975,2.23,77,20.0,6.0,5.28,2.9,340.0,MARCHIENNE-AU-PONT,1490,624,534,1490,1260.47,0.16423712342079688,1.1613247760715242,108.0
MARCHIENNE-ZONE,83,37.91,0.91,17,0.0,0.0,0.0,0.0,341.0,MARCHIENNE-ZONE,19,3,9,19,1.44,0.01749271137026239,-3.3653774131436123,569.0
MARIA-AALTER,331,169.725,1.03,68,12.0,2.0,3.63,1.51,342.0,MARIA-AALTER,205,70,55,205,69.59,0.18756073858114675,0.2834405583655649,197.0
MARIEMBOURG,62,31.035,1.0,13,0.0,0.0,0.0,0.0,343.0,MARIEMBOURG,397,163,297,397,24.64,0.012633624878522837,-3.5082710072023118,585.0
MARLOIE,172,158.485,1.84,36,8.0,2.0,4.65,1.74,344.0,MARLOIE,1527,825,1006,1527,484.01,0.08551992225461613,-1.0192378831049236,358.0
MASNUY-SAINT-PIERRE,206,349.34,3.39,44,18.0,2.0,8.74,1.94,0.0,MASNUY-SAINT-PIERRE,1000,300,250,1000,698.68,0.1000971817298348,0.6079292852986921,161.0
MAUBRAY,143,154.11,2.16,29,10.0,2.0,6.99,2.8,0.0,MAUBRAY,1000,300,250,1000,308.22,0.04956268221574344,-0.8696180503651336,340.0
MAZY,45,43.95,0.98,9,2.0,0.0,4.44,0.0,0.0,MAZY,1000,300,250,1000,43.95,0.0029154518950437317,-2.521773650383972,513.0
MECHELEN,898,1483.115,3.3,188,84.0,16.0,9.35,3.67,348.0,MECHELEN,21616,10321,9731,21616,64118.03,0.4586977648202138,10.08817644099559,8.0
MECHELEN-NEKKERSPOEL,604,1129.75,3.74,128,62.0,14.0,10.26,4.64,349.0,MECHELEN-NEKKERSPOEL,2180,1117,855,2180,4925.71,0.3498542274052478,6.227429916099465,23.0
MEISER,407,513.0,2.52,84,30.0,2.0,7.37,1.23,350.0,MEISER,761,58,32,761,780.79,0.20602526724975703,2.3035710188743006,61.0
MELKOUWEN,190,220.96,2.33,39,14.0,2.0,7.37,2.11,351.0,MELKOUWEN,201,87,71,201,88.83,0.06705539358600583,-0.3152726595915075,265.0
MELLE,387,280.29,1.45,79,16.0,2.0,4.13,1.29,352.0,MELLE,898,201,164,898,503.4,0.18172983479105928,0.7974951613016381,141.0
MELREUX-HOTTON,70,38.175,1.09,14,1.0,0.0,1.43,0.0,353.0,MELREUX-HOTTON,334,81,165,334,25.5,0.0184645286686103,-3.0516313385042997,547.0
MELSELE,300,243.315,1.62,60,12.0,1.0,4.0,0.67,0.0,MELSELE,1000,300,250,1000,486.63,0.1098153547133139,-0.28200774689567903,259.0
MENEN,89,121.685,2.73,18,6.0,1.0,6.74,2.25,355.0,MENEN,864,424,364,864,210.27,0.03595724003887269,-1.3377526621728508,408.0
MERCHTEM,179,297.235,3.32,36,20.0,4.0,11.17,3.91,356.0,MERCHTEM,799,180,179,799,474.98,0.07677356656948493,0.8145594813918433,138.0
MERELBEKE,385,262.765,1.37,79,16.0,2.0,4.16,1.3,357.0,MERELBEKE,828,214,149,828,435.14,0.14285714285714285,0.4367181961368267,176.0
MERODE,120,179.685,2.99,24,9.0,2.0,7.5,2.5,0.0,MERODE,1000,300,250,1000,359.37,0.038872691933916424,-0.8867207406773603,345.0
MERY,139,152.71,2.2,28,8.0,1.0,5.76,1.44,359.0,MERY,59,22,10,59,18.02,0.042759961127308066,-1.2634810651806323,398.0
MESSANCY,69,38.9,1.13,14,2.0,0.0,2.9,0.0,0.0,MESSANCY,1000,300,250,1000,77.8,0.007774538386783284,-2.7731645426266938,537.0
MEVERGNIES-ATTRE,91,104.76,2.3,20,6.0,1.0,6.59,2.2,0.0,MEVERGNIES-ATTRE,1000,300,250,1000,209.52,0.03984450923226433,-1.3625021471753638,414.0
MILMORT,300,166.85,1.11,63,8.0,0.0,2.67,0.0,362.0,MILMORT,373,89,63,373,124.47,0.11078717201166181,-0.7456653177162412,316.0
MOENSBERG,429,420.06,1.96,87,24.0,4.0,5.59,2.1,0.0,MOENSBERG,1000,300,250,1000,840.12,0.21282798833819241,1.852437216030029,73.0
MOESKROEN,151,144.55,1.91,32,9.0,1.0,5.96,1.32,0.0,MOESKROEN,1000,300,250,1000,289.1,0.03984450923226433,-1.1935388482878555,387.0
MOL,129,204.135,3.16,26,14.0,1.0,10.85,1.55,364.0,MOL,2186,1450,1578,2186,892.48,0.07094266277939747,0.3213151924011126,192.0
MOLLEM,179,332.95,3.72,36,20.0,4.0,11.17,3.91,365.0,MOLLEM,280,73,66,280,186.45,0.09718172983479106,1.0407608847994243,114.0
MOMALLE,157,120.215,1.53,34,8.0,2.0,5.1,1.91,366.0,MOMALLE,111,14,14,111,26.69,0.05053449951409135,-1.3407854093050116,409.0
MONS,399,612.74,3.07,83,32.0,6.0,8.02,3.01,367.0,MONS,9820,3839,2498,9820,12034.21,0.19436345966958213,2.750030399561949,54.0
MONT-SAINT-GUIBERT,294,418.25,2.85,61,27.0,5.0,9.18,3.4,368.0,MONT-SAINT-GUIBERT,445,73,61,445,372.24,0.16229348882410108,1.7338070874452773,76.0
MOORTSELE,106,73.165,1.38,22,4.0,1.0,3.77,1.89,369.0,MOORTSELE,157,26,21,157,22.97,0.021379980563654033,-2.2223840826012604,488.0
MORLANWELZ,184,202.915,2.21,38,11.0,4.0,5.98,3.8,370.0,MORLANWELZ,288,47,27,288,116.88,0.0923226433430515,-0.5078294524363862,286.0
MORTSEL,892,1171.635,2.63,187,55.0,14.0,6.17,3.03,371.0,MORTSEL,548,106,67,548,1284.11,0.3469387755102041,6.405791332393421,22.0
MORTSEL-LIERSESTEENWEG,119,104.81,1.76,25,6.0,0.0,5.04,0.0,373.0,MORTSEL-LIERSESTEENWEG,197,45,1,197,41.3,0.06316812439261418,-1.4388552108853938,424.0
MORTSEL-OUDE GOD,403,798.935,3.96,87,38.0,12.0,9.43,5.96,0.0,MORTSEL-OUDE GOD,1000,300,250,1000,1597.87,0.17978620019436345,3.082098622861878,49.0
MOUSTIER,216,272.165,2.52,48,20.0,2.0,9.26,1.85,376.0,MOUSTIER,183,48,36,183,99.61,0.09329446064139942,0.5820128014762418,166.0
MOUSTIER-GARAGE,216,288.89,2.67,48,22.0,2.0,10.19,1.85,0.0,MOUSTIER-GARAGE,1000,300,250,1000,577.78,0.09912536443148688,0.9045630606491997,127.0
MOUTERIJ,362,363.385,2.01,84,22.0,0.0,6.08,0.28,0.0,MOUTERIJ,1000,300,250,1000,726.77,0.17103984450923226,1.235378049670648,106.0
MUIZEN,165,179.61,2.18,35,10.0,2.0,6.06,1.82,377.0,MUIZEN,204,75,99,204,73.28,0.06899902818270165,-0.807121667484333,325.0
MUNKZWALM,196,235.21,2.4,42,13.0,4.0,6.63,4.59,378.0,MUNKZWALM,225,70,80,225,105.84,0.0641399416909621,-0.47637485494343973,283.0
NAMECHE,192,233.965,2.44,39,14.0,2.0,7.29,1.56,379.0,NAMECHE,122,10,15,122,57.09,0.08454810495626822,-0.15772834312704154,246.0
NAMUR,544,613.215,2.25,116,34.0,6.0,6.25,2.39,380.0,NAMUR,21768,8718,7657,21768,26696.93,0.28668610301263364,4.03532845107132,36.0
NAMUR-HERBATTE,591,502.725,1.7,125,30.0,6.0,5.08,2.03,0.0,NAMUR-HERBATTE,1000,300,250,1000,1005.45,0.2565597667638484,2.936280893101872,51.0
NANINNE,179,165.015,1.84,37,10.0,2.0,5.59,2.79,381.0,NANINNE,179,55,27,179,59.08,0.07580174927113703,-0.8324565472489941,333.0
NATOYE,178,159.225,1.79,37,10.0,2.0,5.62,1.69,382.0,NATOYE,181,68,43,181,57.64,0.07774538386783285,-0.8225245573290165,329.0
NEERPELT,60,103.05,3.44,12,8.0,0.0,13.33,1.67,383.0,NEERPELT,344,103,266,344,70.9,0.03206997084548105,0.13209661738502962,212.0
NEERWINDEN,320,451.075,2.82,68,27.0,2.0,8.44,1.25,384.0,NEERWINDEN,186,70,52,186,167.8,0.13508260447035958,1.4799662082277727,92.0
